/olympics/olympic_sport/olympic_games_contested,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,108,0,1
/award/award_category/winners./award/award_honor/honored_for,/award/award_category/nominees./award/award_nomination/nominated_for,9800,0,1
/base/nobelprizes/nobel_prize_winner/nobel_honor./base/nobelprizes/nobel_honor/subject_area,/book/author/school_or_movement,2,0,1
/organization/organization/phone_number./common/phone_number/category,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,24,0,1
/award/award_category/nominees./award/award_nomination/award_nominee,/award/award_category/winners./award/award_honor/award_winner,20720,0,1
/education/educational_institution_campus/educational_institution,/education/educational_institution/campuses,210,0,1
/award/award_category/nominees./award/award_nomination/nominated_for,/award/award_category/winners./award/award_honor/honored_for,10200,0,1
/award/award_category/winners./award/award_honor/award_winner,/award/award_category/nominees./award/award_nomination/award_nominee,23088,0,1
/language/human_language/main_country,/language/human_language/countries_spoken_in,4,0,1
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,/olympics/olympic_sport/olympic_games_contested,54,0,1
/sports/sports_team/league./sports/sports_league_participation/league,/soccer/football_team/league./soccer/football_league_participation/league,2,0,1
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,/organization/organization/phone_number./common/phone_number/category,8,0,1
/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,8,0,1
/education/educational_institution/campuses,/education/educational_institution_campus/educational_institution,240,0,1
/education/educational_institution/students_graduates./education/education/specialization,/education/educational_institution/students_graduates./education/education/major_field_of_study,2,0,1
/film/actor/film./film/performance/special_performance_type,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,8,0,1
/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,/user/narphorium/people/wealthy_person/net_worth./measurement_unit/dated_money_value/currency,2,0,1
/royalty/royal_line/kingdom_s_ruled,/people/family/country,2,0,1
/government/governmental_body/sessions,/government/governmental_body/members./government/government_position_held/legislative_sessions,2,0,1
/base/saints/saint/venerated_in,/people/person/religion,2,0,1
/medicine/icd_9_cm_classification/parent_classification,/medicine/icd_9_cm_classification/includes_classifications,2,0,1
/location/country/languages_spoken,/location/country/official_language,6,0,1
/sports/sports_position/players./sports/sports_team_roster/position,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,4,0,1
/film/film_character/portrayed_in_films./film/performance/actor,/tv/special_tv_performance_type/starring_performances./tv/regular_tv_appearance/actor,2,0,1
/medicine/disease/parent_disease,/people/cause_of_death/parent_cause_of_death,2,0,1
/sports/sports_position/players./american_football/football_historical_roster_position/position_s,/sports/sports_position/players./sports/sports_team_roster/position,4,0,1
/education/field_of_study/students_majoring./education/education/major_field_of_study,/education/field_of_study/students_majoring./education/education/minor,2,0,1
/sports/sports_position/players./sports/sports_team_roster/player,/sports/sports_position/players./soccer/football_roster_position/player,2,0,1
/music/genre/parent_genre,/music/genre/subgenre,2,0,1
/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/athlete,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medalist,12,0,1
/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/film/film/gross_revenue./measurement_unit/dated_money_value/currency,2,0,1
/language/human_language/countries_spoken_in,/language/human_language/main_country,4,0,1
/olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/athlete,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medalist,2,0,1
/military/military_person/participated_in_conflicts,/military/military_commander/military_commands./military/military_command/military_conflict,2,0,1
/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,/american_football/football_team/historical_roster./sports/sports_team_roster/position,2,0,1
/computer/programming_language/influenced,/computer/programming_language/influenced_by,2,0,1
/film/film/subjects,/film/film/starring./film/performance/character,2,0,1
/sports/sports_team/roster./baseball/baseball_roster_position/position,/baseball/baseball_team/current_roster./baseball/baseball_roster_position/position,2,0,1
/location/country/official_language,/location/country/languages_spoken,12,0,1
/sports/sport/pro_athletes./sports/pro_sports_played/athlete,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/athlete,2,0,1
/tv/tv_series_season/series,/tv/tv_series_season/regular_cast./tv/regular_tv_appearance/series,2,0,1
/broadcast/genre/content,/broadcast/radio_format/stations,2,0,1
/medicine/disease_cause/diseases,/medicine/risk_factor/diseases,2,0,1
/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,/ice_hockey/hockey_team/current_roster./ice_hockey/hockey_roster_position/position,2,0,1
/organization/organization_founder/organizations_founded,/business/board_member/organization_board_memberships./organization/organization_board_membership/organization,2,0,1
/people/deceased_person/cause_of_death,/medicine/notable_person_with_medical_condition/condition,8,0,1
/food/food/nutrients./food/nutrition_fact/nutrient,/food/dish/ingredients,2,0,1
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medalist,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/athlete,6,0,1
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,2,0,1
/time/event/instance_of_recurring_event,/film/film_festival_event/festival,2,0,1
/film/film_character/portrayed_in_films_dubbed./film/dubbing_performance/language,/base/schemastaging/tv_character_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/language,2,0,1
/medicine/drug_ingredient/active_moiety_of_drug,/medicine/drug/active_moieties,2,0,1
/soccer/football_team/current_roster./soccer/football_roster_position/player,/sports/sports_team/roster./soccer/football_roster_position/player,2,0,1
/award/award_nominee/award_nominations./award/award_nomination/award,/award/award_winner/awards_won./award/award_honor/award,326,1,0.996941896
/award/award_nominated_work/award_nominations./award/award_nomination/award,/award/award_winning_work/awards_won./award/award_honor/award,168,1,0.99408284
/award/award_winner/awards_won./award/award_honor/award_winner,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,558,9,0.984126984
/media_common/netflix_genre/titles,/film/film_genre/films_in_this_genre,118,5,0.959349593
/music/performance_role/regular_performances./music/group_membership/role,/music/performance_role/track_performances./music/track_contribution/role,90,5,0.947368421
/film/film/country,/film/film/release_date_s./film/film_regional_release_date/film_release_region,98,8,0.924528302
/film/film/production_companies,/film/film/distributors./film/film_film_distributor_relationship/distributor,56,6,0.903225806
/film/film/genre,/media_common/netflix_title/netflix_genres,100,14,0.877192982
/olympics/olympic_games/sports,/user/jg/default_domain/olympic_games/sports,28,4,0.875
/people/person/place_of_birth,/people/person/places_lived./people/place_lived/location,54,9,0.857142857
/sports/sports_league/teams./sports/sports_league_participation/team,/soccer/football_league/teams./soccer/football_league_participation/team,6,1,0.857142857
/sports/sports_position/players./soccer/football_roster_position/team,/sports/sports_position/players./sports/sports_team_roster/team,134,24,0.848101266
/business/job_title/people_with_this_title./business/employment_tenure/company,/organization/role/leaders./organization/leadership/organization,10,2,0.833333333
/music/performance_role/track_performances./music/track_contribution/contributor,/music/instrument/instrumentalists,32,7,0.820512821
/organization/organization/acquired_by./business/acquisition/acquiring_company,/organization/organization/parent./organization/organization_relationship/parent,4,1,0.8
/film/special_film_performance_type/film_performance_type./film/performance/actor,/film/personal_film_appearance_type/film_appearances./film/personal_film_appearance/person,4,1,0.8
/soccer/football_player/current_team./soccer/football_roster_position/team,/soccer/football_player/current_team./sports/sports_team_roster/team,4,1,0.8
/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,/film/production_company/films,54,14,0.794117647
/education/educational_degree/people_with_this_degree./education/education/specialization,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,6,2,0.75
/music/artist/track_contributions./music/track_contribution/role,/music/group_member/instruments_played,32,14,0.695652174
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,16,7,0.695652174
/olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/country,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/country,20,9,0.689655172
/american_football/football_team/current_roster./american_football/football_roster_position/position,/sports/sports_team/roster./american_football/football_roster_position/position,2,1,0.666666667
/business/employer/employees./business/employment_tenure/person,/education/educational_institution/students_graduates./education/education/student,6,3,0.666666667
/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,6,3,0.666666667
/military/military_conflict/commanders./military/military_command/military_combatant,/military/military_conflict/combatants./military/military_combatant_group/combatants,2,1,0.666666667
/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/organization/organization/founders,2,1,0.666666667
/american_football/football_team/historical_roster./american_football/football_historical_roster_position/player,/sports/sports_team/roster./sports/sports_team_roster/player,2,1,0.666666667
/influence/influence_node/influenced,/influence/influence_node/influenced_by,4,2,0.666666667
/film/film/sequel,/media_common/adapted_work/adaptations,2,1,0.666666667
/sports/sports_position/players./basketball/basketball_roster_position/team,/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team,2,1,0.666666667
/people/cause_of_death/people,/medicine/disease/notable_people_with_this_condition,2,1,0.666666667
/location/location/events,/military/military_combatant/casualties./military/casualties/military_conflict,2,1,0.666666667
/government/government_office_or_title/office_holders./government/government_position_held/appointed_by,/government/government_office_or_title/office_holders./government/government_position_held/office_holder,2,1,0.666666667
/business/business_operation/revenue./measurement_unit/dated_money_value/currency,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,4,2,0.666666667
/people/person/spouse_s./people/marriage/location_of_ceremony,/base/popstra/celebrity/vacations_in./base/popstra/vacation_choice/location,2,1,0.666666667
/american_football/football_team/current_roster./sports/sports_team_roster/position,/sports/sports_team/roster./american_football/football_roster_position/position,2,1,0.666666667
/film/film_crewmember/films_crewed./film/film_crew_gig/film_crew_role,/people/person/profession,2,1,0.666666667
/business/job_title/people_with_this_title./business/employment_tenure/person,/government/government_office_category/officeholders./government/government_position_held/office_holder,2,1,0.666666667
/base/fight/crime_type/victims_of_this_crime_type,/people/cause_of_death/people,2,1,0.666666667
/base/culturalevent/event/entity_involved,/military/military_conflict/commanders./military/military_command/military_commander,2,1,0.666666667
/people/person/profession,/tv/tv_actor/starring_roles./tv/regular_tv_appearance/character,2,1,0.666666667
/tv/tv_program_creator/programs_created,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,2,1,0.666666667
/ice_hockey/hockey_team/historical_roster./ice_hockey/hockey_previous_roster_position/player,/sports/sports_team/roster./sports/sports_team_roster/player,2,1,0.666666667
/organization/organization/phone_number./common/phone_number/service_location,/government/government_agency/jurisdiction,2,1,0.666666667
/organization/membership_organization/members./organization/organization_membership/member,/user/ktrueman/default_domain/international_organization/member_states,2,1,0.666666667
/olympics/olympic_athlete/country./olympics/olympic_athlete_affiliation/country,/olympics/olympic_athlete/medals_won./olympics/olympic_medal_honor/country,2,1,0.666666667
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,/award/award_winning_work/awards_won./award/award_honor/honored_for,6,4,0.6
/organization/organization/leadership./organization/leadership/role,/business/employer/employees./business/employment_tenure/title,4,3,0.571428571
/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,/education/educational_degree/people_with_this_degree./education/education/minor,4,3,0.571428571
/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,/location/location/adjoin_s./location/adjoining_relationship/adjoins,4,3,0.571428571
/organization/organization/headquarters./location/mailing_address/citytown,/organization/organization/place_founded,8,6,0.571428571
/military/military_combatant/force_deployments./military/force_strength/combatant,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,4,3,0.571428571
/film/actor/film./film/performance/film,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,116,95,0.549763033
/film/film/starring./film/performance/actor,/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee,100,83,0.546448087
/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/country,/olympics/olympic_games/participating_countries,14,12,0.538461538
/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,/olympics/olympic_participating_country/olympics_participated_in,10,10,0.5
/sports/pro_athlete/teams./sports/sports_team_roster/team,/sports/pro_athlete/teams./soccer/football_roster_position/team,2,2,0.5
/soccer/football_team/current_roster./sports/sports_team_roster/position,/soccer/football_team/current_roster./soccer/football_roster_position/position,12,12,0.5
/film/personal_film_appearance_type/film_appearances./film/personal_film_appearance/person,/tv/tv_character/appeared_in_tv_program./tv/regular_tv_appearance/actor,2,2,0.5
/government/government_office_category/officeholders./government/government_position_held/office_holder,/government/government_office_or_title/office_holders./government/government_position_held/office_holder,2,2,0.5
/people/person/education./education/education/institution,/people/person/employment_history./business/employment_tenure/company,2,2,0.5
/people/deceased_person/place_of_death,/people/deceased_person/place_of_burial,2,2,0.5
/government/politician/government_positions_held./government/government_position_held/governmental_body,/people/person/employment_history./business/employment_tenure/company,2,2,0.5
/military/military_combatant/military_conflicts./military/military_combatant_group/conflict,/military/military_combatant/military_commanders./military/military_command/military_conflict,2,2,0.5
/film/film/film_production_design_by,/film/film/costume_design_by,2,2,0.5
/military/military_combatant/force_deployments./military/force_strength/military_conflict,/military/military_combatant/military_conflicts./military/military_combatant_group/conflict,2,2,0.5
/organization/organization/founders,/organization/membership_organization/members./organization/organization_membership/member,2,2,0.5
/base/culturalevent/event/entity_involved,/military/military_conflict/combatants./military/military_combatant_group/combatants,2,2,0.5
/sports/pro_athlete/teams./american_football/football_historical_roster_position/team,/sports/pro_athlete/teams./sports/sports_team_roster/team,2,2,0.5
/organization/organization/phone_number./common/phone_number/service_location,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,2,2,0.5
/tv/tv_program/recurring_writers./tv/tv_program_writer_relationship/writer,/tv/tv_program/regular_personal_appearances./tv/tv_regular_personal_appearance/person,2,2,0.5
/music/group_member/instruments_played,/music/group_member/membership./music/group_membership/role,18,21,0.461538462
/music/performance_role/regular_performances./music/group_membership/member,/music/instrument/instrumentalists,12,16,0.428571429
/sports/sports_team/roster./soccer/football_roster_position/position,/soccer/football_team/current_roster./sports/sports_team_roster/position,10,14,0.416666667
/location/us_county/hud_county_place,/location/location/contains,20,29,0.408163265
/base/popstra/celebrity/breakup./base/popstra/breakup/participant,/base/popstra/celebrity/dated./base/popstra/dated/participant,8,12,0.4
/computer/operating_system/parent_os,/influence/influence_node/influenced_by,2,3,0.4
/soccer/football_league/teams./soccer/football_league_participation/team,/sports/sports_award_type/winners./sports/sports_award/award_winner,2,3,0.4
/military/military_combatant/military_conflicts./military/military_combatant_group/conflict,/military/military_combatant/casualties./military/casualties/military_conflict,2,3,0.4
/business/business_operation/net_profit./measurement_unit/dated_money_value/currency,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,2,3,0.4
/business/business_operation/assets./measurement_unit/dated_money_value/currency,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,2,3,0.4
/olympics/olympic_games/sports,/olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/sport,8,14,0.363636364
/soccer/football_team/current_roster./soccer/football_roster_position/position,/sports/sports_team/roster./soccer/football_roster_position/position,8,14,0.363636364
/base/biblioness/bibs_location/state,/location/location/containedby,36,64,0.36
/location/location/containedby,/organization/organization/headquarters./location/mailing_address/state_province_region,34,66,0.34
/film/film/directed_by,/film/film/produced_by,8,16,0.333333333
/film/film_story_contributor/film_story_credits,/film/producer/films_executive_produced,2,4,0.333333333
/soccer/football_player/current_team./soccer/football_roster_position/team,/sports/pro_athlete/teams./sports/sports_team_roster/team,2,4,0.333333333
/sports/sports_position/players./american_football/football_roster_position/team,/sports/sports_position/players./american_football/football_historical_roster_position/team,8,16,0.333333333
/business/employer/employees./business/employment_tenure/title,/military/armed_force/personnel./military/military_service/rank,2,4,0.333333333
/film/film/written_by,/film/film/story_by,4,8,0.333333333
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,2,4,0.333333333
/business/employer/employees./business/employment_tenure/title,/organization/organization/board_members./organization/organization_board_membership/role,2,4,0.333333333
